"2-spirit people","Use","Two-spirit people"
"2-spirit people","Subject Category","SO Society and Culture"
"2-spirited people","Use","Two-spirit people"
"2-spirited people","Subject Category","SO Society and Culture"
"2SLGBTQ+ people","Use","LGBTQ2 people"
"2SLGBTQ+ people","Subject Category","SO Society and Culture"
"Abbreviations","French","Abréviation"
"Abbreviations","Related Term","Terminology"
"Abbreviations","Subject Category","LN Language and Linguistics"
"Abilities","Use","Skills"
"Abilities","Subject Category","PR Processes"
"Aboriginal affairs","Use","Indigenous affairs"
"Aboriginal affairs","Subject Category","GV Government and Politics"
"Aboriginal affairs","Subject Category","SO Society and Culture"
"Aboriginal businesses","Use","Indigenous businesses"
"Aboriginal businesses","Subject Category","EC Economics and Industry"
"Aboriginal culture","Use","Indigenous culture"
"Aboriginal culture","Subject Category","SO Society and Culture"
"Aboriginal governments","Use","Indigenous governments"
"Aboriginal governments","Subject Category","GV Government and Politics"
"Aboriginal heritage","Use","Indigenous culture"
"Aboriginal heritage","Subject Category","HI History and Archaeology"
"Aboriginal heritage","Subject Category","SO Society and Culture"
"Aboriginal issues","Use","Indigenous affairs"
"Aboriginal issues","Subject Category","GV Government and Politics"
"Aboriginal issues","Subject Category","SO Society and Culture"
"Aboriginal lands","Use","Indigenous lands"
"Aboriginal lands","Subject Category","SO Society and Culture"
"Aboriginal languages","Use","Indigenous languages"
"Aboriginal languages","Subject Category","LN Language and Linguistics"
"Aboriginal law","Use","Indigenous law"
"Aboriginal law","Subject Category","LW Law"
"Aboriginal people","Use","Indigenous peoples"
"Aboriginal people","Subject Category","PE Persons"
"Aboriginal people","Subject Category","SO Society and Culture"
"Aboriginal policing","Use","Indigenous policing"
"Aboriginal policing","Subject Category","SO Society and Culture"
"Aboriginal programs","Use","Indigenous programs"
"Aboriginal programs","Subject Category","SO Society and Culture"
"Aboriginal reserves","Use","Indigenous reserves"
"Aboriginal reserves","Subject Category","SO Society and Culture"
"Aboriginal rights","Use","Indigenous rights"
"Aboriginal rights","Subject Category","SO Society and Culture"
"Aboriginal self government","Use","Indigenous governments"
"Aboriginal self government","Use","Self government"
"Aboriginal self government","Subject Category","GV Government and Politics"
"Aboriginal youth","Use","Indigenous youth"
"Aboriginal youth","Subject Category","PE Persons"
"Aboriginal youth","Subject Category","SO Society and Culture"
"Abortion","French","Avortement"
"Abortion","Used For","Pregnancy termination"
"Abortion","Used For","Therapeutic abortion"
"Abortion","Related Term","Bioethics"
"Abortion","Related Term","Pregnancy"
"Abortion","Subject Category","HE Health and Safety"
"Abused children","Use","Violence against children"
"Abused children","Subject Category","PE Persons"
"Abused children","Subject Category","SO Society and Culture"
"Abused women","Use","Violence against women"
"Abused women","Subject Category","PE Persons"
"Abused women","Subject Category","SO Society and Culture"
"Access for persons with disabilities","Use","Accessibility for persons with disabilities"
"Access for persons with disabilities","Subject Category","SO Society and Culture"
"Access to education","French","Accès à l'éducation"
"Access to education","Related Term","Education"
"Access to education","Subject Category","ET Education and Training"
"Access to information","French","Accès à l'information"
"Access to information","Related Term","Censorship"
"Access to information","Related Term","Confidentiality"
"Access to information","Related Term","Freedom of information"
"Access to information","Related Term","Information"
"Access to information","Related Term","Information requests"
"Access to information","Related Term","Open government"
"Access to information","Related Term","Privacy"
"Access to information","Subject Category","IN Information and Communications"
"Accessibility","French","Accessibilité"
"Accessibility","Scope Note","Ease of access to a place, a service or information."
"Accessibility","Narrower Term","Accessibility for persons with disabilities"
"Accessibility","Related Term","Public access"
"Accessibility","Subject Category","PR Processes"
"Accessibility for persons with disabilities","French","Accessibilité aux personnes handicapées"
"Accessibility for persons with disabilities","Scope Note","Easy access to a place, a service or information, for people with disabilities."
"Accessibility for persons with disabilities","Used For","Access for persons with disabilities"
"Accessibility for persons with disabilities","Used For","Barrier free access"
"Accessibility for persons with disabilities","Used For","Disabled access"
"Accessibility for persons with disabilities","Used For","Wheelchair access"
"Accessibility for persons with disabilities","Broader Term","Accessibility"
"Accessibility for persons with disabilities","Related Term","Accessible transport"
"Accessibility for persons with disabilities","Related Term","Assistive technologies"
"Accessibility for persons with disabilities","Related Term","Duty to accommodate"
"Accessibility for persons with disabilities","Related Term","Persons with disabilities"
"Accessibility for persons with disabilities","Subject Category","SO Society and Culture"
"Accessible transport","French","Transport accessible"
"Accessible transport","Broader Term","Transport"
"Accessible transport","Related Term","Accessibility for persons with disabilities"
"Accessible transport","Related Term","Persons with disabilities"
"Accessible transport","Subject Category","SO Society and Culture"
"Accessible transport","Subject Category","TR Transport"
"Accident prevention","French","Prévention des accidents"
"Accident prevention","Broader Term","Prevention"
"Accident prevention","Related Term","Accidents"
"Accident prevention","Related Term","Safety"
"Accident prevention","Related Term","Safety measures"
"Accident prevention","Subject Category","HE Health and Safety"
"Accidents","French","Accident"
"Accidents","Narrower Term","Aircraft accidents"
"Accidents","Narrower Term","Environmental accidents"
"Accidents","Narrower Term","Marine accidents"
"Accidents","Narrower Term","Occupational accidents"
"Accidents","Narrower Term","Railway accidents"
"Accidents","Narrower Term","Road accidents"
"Accidents","Related Term","Accident prevention"
"Accidents","Related Term","Injuries"
"Accidents","Related Term","Rescue"
"Accidents","Subject Category","HE Health and Safety"
"Accommodations","Use","Housing"
"Accommodations","Subject Category","SO Society and Culture"
"Accountability","French","Imputabilité"
"Accountability","Narrower Term","Open government"
"Accountability","Related Term","Delegation of authority"
"Accountability","Related Term","Devolution"
"Accountability","Subject Category","PR Processes"
"Accounting","French","Comptabilité"
"Accounting","Used For","Bookkeeping"
"Accounting","Broader Term","Business services"
"Accounting","Narrower Term","Accounting standards"
"Accounting","Related Term","Comptrollership"
"Accounting","Related Term","Financial audit"
"Accounting","Related Term","Supplementary estimates"
"Accounting","Subject Category","EC Economics and Industry"
"Accounting standards","French","Normes comptables"
"Accounting standards","Broader Term","Accounting"
"Accounting standards","Related Term","Finance"
"Accounting standards","Subject Category","EC Economics and Industry"
"Accounting standards","Subject Category","GV Government and Politics"
"Accreditation","Use","Certification"
"Accreditation","Subject Category","PR Processes"
"Acculturation","French","Acculturation"
"Acculturation","Used For","Cultural assimilation"
"Acculturation","Related Term","Culture"
"Acculturation","Subject Category","SO Society and Culture"
"Acid deposition","Use","Acid rain"
"Acid deposition","Subject Category","NE Nature and Environment"
"Acid precipitation","Use","Acid rain"
"Acid precipitation","Subject Category","NE Nature and Environment"
"Acid rain","French","Pluies acides"
"Acid rain","Scope Note","Refers to all forms of acid precipitation (rain, snow, hail, fog, etc.)."
"Acid rain","Used For","Acid deposition"
"Acid rain","Used For","Acid precipitation"
"Acid rain","Used For","Acidic precipitation"
"Acid rain","Used For","Acidic rain"
"Acid rain","Used For","Acidified precipitation"
"Acid rain","Broader Term","Precipitation"
"Acid rain","Related Term","Air pollution"
"Acid rain","Subject Category","NE Nature and Environment"
"Acidic precipitation","Use","Acid rain"
"Acidic precipitation","Subject Category","NE Nature and Environment"
"Acidic rain","Use","Acid rain"
"Acidic rain","Subject Category","NE Nature and Environment"
"Acidified precipitation","Use","Acid rain"
"Acidified precipitation","Subject Category","NE Nature and Environment"
"Acquired immune deficiency syndrome","Use","AIDS (disease)"
"Acquired immune deficiency syndrome","Subject Category","HE Health and Safety"
"Acquired immunodeficiency syndrome","Use","AIDS (disease)"
"Acquired immunodeficiency syndrome","Subject Category","HE Health and Safety"
"Acquisition","Use","Purchasing"
"Acquisition","Subject Category","EC Economics and Industry"
"Acquisitions (Businesses)","French","Acquisition (Entreprise)"
"Acquisitions (Businesses)","Broader Term","Business development"
"Acquisitions (Businesses)","Related Term","Business start-ups"
"Acquisitions (Businesses)","Related Term","Businesses"
"Acquisitions (Businesses)","Related Term","Mergers"
"Acquisitions (Businesses)","Subject Category","EC Economics and Industry"
"Acquittal","French","Acquittement"
"Acquittal","Broader Term","Court decisions"
"Acquittal","Subject Category","LW Law"
"Active offer of bilingual services","Use","Bilingual services"
"Active offer of bilingual services","Subject Category","GV Government and Politics"
"Active population","Use","Labour force"
"Active population","Subject Category","LB Labour"
"Acts","Use","Legislation"
"Acts","Subject Category","GV Government and Politics"
"Acts","Subject Category","LW Law"
"Acts of terrorism","Use","Terrorism"
"Acts of terrorism","Subject Category","SO Society and Culture"
"Actuarial science","French","Actuariat"
"Actuarial science","Related Term","Economic forecasting"
"Actuarial science","Related Term","Insurance"
"Actuarial science","Subject Category","EC Economics and Industry"
"Adaptation","Use","Adjustment"
"Adaptation","Subject Category","PR Processes"
"Adaptive aids (for persons with disabilities)","Use","Assistive technologies"
"Adaptive aids (for persons with disabilities)","Subject Category","HE Health and Safety"
"Adaptive aids (for persons with disabilities)","Subject Category","ST Science and Technology"
"Addiction","French","Dépendance"
"Addiction","Scope Note","Habitual psychological and physiological dependence on a substance or practice that is beyond voluntary control."
"Addiction","Broader Term","Social problems"
"Addiction","Narrower Term","Alcoholism"
"Addiction","Narrower Term","Drug addiction"
"Addiction","Subject Category","SO Society and Culture"
"Addictive drugs","Use","Narcotics"
"Addictive drugs","Subject Category","HE Health and Safety"
"Addresses","Use","Statements"
"Addresses","Subject Category","FM Form descriptors"
"Adjudication","Use","Court decisions"
"Adjudication","Subject Category","LW Law"
"Adjustment","French","Adaptation"
"Adjustment","Used For","Adaptation"
"Adjustment","Used For","Maladjustment"
"Adjustment","Related Term","Transformation"
"Adjustment","Subject Category","PR Processes"
"Administration","Use","Management"
"Administration","Subject Category","EC Economics and Industry"
"Administration","Subject Category","PR Processes"
"Administration of justice","Use","Justice system"
"Administration of justice","Subject Category","LW Law"
"Administrative burdens","Use","Red tape burdens"
"Administrative burdens","Subject Category","GV Government and Politics"
"Administrative data","French","Données administratives"
"Administrative data","Related Term","Office management"
"Administrative data","Subject Category","EC Economics and Industry"
"Administrative data","Subject Category","FM Form descriptors"
"Administrative law","French","Droit administratif"
"Administrative law","Broader Term","Law"
"Administrative law","Related Term","Ombudsman"
"Administrative law","Related Term","Public administration"
"Administrative law","Subject Category","LW Law"
"Administrative services","French","Services administratifs"
"Administrative services","Used For","Secretariat"
"Administrative services","Related Term","Management"
"Administrative services","Subject Category","EC Economics and Industry"
"Administrative writing","French","Rédaction administrative"
"Administrative writing","Broader Term","Writing"
"Administrative writing","Related Term","Annual reports"
"Administrative writing","Related Term","Technical writing"
"Administrative writing","Subject Category","LN Language and Linguistics"
"Adolescence","French","Adolescence"
"Adolescence","Scope Note","The state of development of a human being, between the onset of puberty and adulthood."
"Adolescence","Related Term","Adolescents"
"Adolescence","Related Term","Youth"
"Adolescence","Subject Category","SO Society and Culture"
"Adolescents","French","Adolescent"
"Adolescents","Scope Note","Persons of the age 13 through 18 years."
"Adolescents","Used For","Preadolescents"
"Adolescents","Used For","Teenagers"
"Adolescents","Related Term","Adolescence"
"Adolescents","Related Term","Young offenders"
"Adolescents","Related Term","Youth"
"Adolescents","Subject Category","PE Persons"
"Adolescents","Subject Category","SO Society and Culture"
"Adoption","French","Adoption"
"Adoption","Narrower Term","International adoption"
"Adoption","Related Term","Adoptive parents"
"Adoption","Related Term","Family law"
"Adoption","Subject Category","SO Society and Culture"
"Adoptive parents","French","Parent adoptif"
"Adoptive parents","Broader Term","Parents"
"Adoptive parents","Related Term","Adoption"
"Adoptive parents","Subject Category","PE Persons"
"Adoptive parents","Subject Category","SO Society and Culture"
"Adult education","Use","Continuing education"
"Adult education","Subject Category","ET Education and Training"
"Adulteration","Use","Forgery"
"Adulteration","Subject Category","SO Society and Culture"
"Adulthood","French","Âge adulte"
"Adulthood","Scope Note","The state of legal age of majority."
"Adulthood","Related Term","Adults"
"Adulthood","Related Term","Young adults"
"Adulthood","Subject Category","SO Society and Culture"
"Adults","French","Adulte"
"Adults","Scope Note","Persons who has attained legal age of majority."
"Adults","Narrower Term","Seniors"
"Adults","Narrower Term","Young adults"
"Adults","Related Term","Adulthood"
"Adults","Subject Category","PE Persons"
"Adults","Subject Category","SO Society and Culture"
"Advanced technology","Use","High technology"
"Advanced technology","Subject Category","ST Science and Technology"
"Adverse drug reactions","Use","Side effects"
"Adverse drug reactions","Subject Category","HE Health and Safety"
"Adverse effects","History note","""Side effects"" replaces ""Adverse effects"" as preferred term in May 2009."
"Adverse effects","Use","Side effects"
"Adverse effects","Subject Category","HE Health and Safety"
"Advertisements","Use","Advertising"
"Advertisements","Subject Category","EC Economics and Industry"
"Advertisements","Subject Category","FM Form descriptors"
"Advertising","French","Publicité"
"Advertising","Used For","Advertisements"
"Advertising","Used For","Advertising materials"
"Advertising","Used For","Publicity"
"Advertising","Broader Term","Business services"
"Advertising","Related Term","Awareness"
"Advertising","Related Term","Marketing"
"Advertising","Related Term","Posters"
"Advertising","Related Term","Propaganda"
"Advertising","Related Term","Signs"
"Advertising","Related Term","Trade promotion"
"Advertising","Subject Category","EC Economics and Industry"
"Advertising materials","Use","Advertising"
"Advertising materials","Subject Category","EC Economics and Industry"
"Advertising materials","Subject Category","FM Form descriptors"
"Advisory committees","French","Comité consultatif"
"Advisory committees","Broader Term","Committees"
"Advisory committees","Subject Category","PR Processes"
"Advisory services","French","Services consultatifs"
"Advisory services","Related Term","Management"
"Advisory services","Subject Category","EC Economics and Industry"
"Advocacy","French","Défense des droits"
"Advocacy","Used For","Social action"
"Advocacy","Related Term","Interest groups"
"Advocacy","Related Term","Lobbying"
"Advocacy","Related Term","Social movement"
"Advocacy","Subject Category","SO Society and Culture"
"Aeolian energy","Use","Wind energy"
"Aeolian energy","Subject Category","NE Nature and Environment"
"Aeolian erosion","Use","Erosion"
"Aeolian erosion","Subject Category","NE Nature and Environment"
"Aerial photography","French","Photographie aérienne"
"Aerial photography","Broader Term","Photography"
"Aerial photography","Related Term","Remote sensing"
"Aerial photography","Subject Category","ST Science and Technology"
"Aerobic fitness","Use","Fitness"
"Aerobic fitness","Subject Category","HE Health and Safety"
"Aerodromes","Use","Airports"
"Aerodromes","Subject Category","TR Transport"
"Aeronautical industry","Use","Aviation industry"
"Aeronautical industry","Subject Category","EC Economics and Industry"
"Aeronautical maps","French","Carte aéronautique"
"Aeronautical maps","Broader Term","Maps"
"Aeronautical maps","Related Term","Aviation"
"Aeronautical maps","Subject Category","FM Form descriptors"
"Aeronautics","Use","Aviation"
"Aeronautics","Subject Category","TR Transport"
"Aerospace industry","French","Industrie de l'aérospatiale"
"Aerospace industry","Scope Note","Economic activity dedicated to the design and manufacturing of aircraft, spacecraft and missiles."
"Aerospace industry","Used For","Avionics"
"Aerospace industry","Used For","Space industry"
"Aerospace industry","Broader Term","Manufacturing industry"
"Aerospace industry","Narrower Term","Aviation industry"
"Aerospace industry","Related Term","Space exploration"
"Aerospace industry","Subject Category","EC Economics and Industry"
"Affirmative action","French","Action positive"
"Affirmative action","Used For","Positive discrimination"
"Affirmative action","Used For","Reverse discrimination"
"Affirmative action","Related Term","Discrimination"
"Affirmative action","Related Term","Employment equity"
"Affirmative action","Related Term","Equal opportunities"
"Affirmative action","Related Term","Status of women"
"Affirmative action","Subject Category","SO Society and Culture"
"Afforestation","French","Boisement"
"Afforestation","Scope Note","Refers to the establishment of a forest on a land not previously forested. For the reestablishment of trees on a land previously forested, use ""Reforestation""."
"Afforestation","Broader Term","Forest management"
"Afforestation","Subject Category","NE Nature and Environment"
"Age of rocks","Use","Geochronology"
"Age of rocks","Subject Category","NE Nature and Environment"
"Age of rocks","Subject Category","ST Science and Technology"
"Aged","Use","Seniors"
"Aged","Subject Category","PE Persons"
"Aged","Subject Category","SO Society and Culture"
"Ageing","Use","Aging"
"Ageing","Subject Category","NE Nature and Environment"
"Ageing","Subject Category","SO Society and Culture"
"Agenda","French","Ordre du jour"
"Agenda","Related Term","Meetings"
"Agenda","Subject Category","FM Form descriptors"
"Aging","French","Vieillissement"
"Aging","Scope Note","The organic process of growing older and showing the effects of increasing age."
"Aging","Used For","Ageing"
"Aging","Related Term","Alzheimer's disease"
"Aging","Related Term","Elderly care"
"Aging","Related Term","Geriatrics"
"Aging","Related Term","Gerontology"
"Aging","Related Term","Old age"
"Aging","Related Term","Retirement"
"Aging","Related Term","Seniors"
"Aging","Subject Category","NE Nature and Environment"
"Aging","Subject Category","SO Society and Culture"
"Agreements","French","Accord"
"Agreements","Used For","Alliances"
"Agreements","Used For","Conventions (Agreements)"
"Agreements","Used For","Treaties"
"Agreements","Narrower Term","Collective agreements"
"Agreements","Narrower Term","Cooperation agreements"
"Agreements","Narrower Term","Environmental agreements"
"Agreements","Narrower Term","Federal provincial agreements"
"Agreements","Narrower Term","Federal territorial agreements"
"Agreements","Narrower Term","Fiscal agreements"
"Agreements","Narrower Term","International agreements"
"Agreements","Narrower Term","Multilateral agreements"
"Agreements","Narrower Term","Reciprocal agreements"
"Agreements","Narrower Term","Service agreements"
"Agreements","Narrower Term","Trade agreements"
"Agreements","Related Term","Contracts"
"Agreements","Related Term","Negotiations"
"Agreements","Subject Category","PR Processes"
"Agri-food industry","French","Industrie agro-alimentaire"
"Agri-food industry","Used For","Agricultural industry"
"Agri-food industry","Used For","Agricultural production"
"Agri-food industry","Used For","Agricultural sector"
"Agri-food industry","Used For","Agrifood industry"
"Agri-food industry","Used For","Agro-industry"
"Agri-food industry","Used For","Food industry"
"Agri-food industry","Used For","Food production"
"Agri-food industry","Broader Term","Manufacturing industry"
"Agri-food industry","Narrower Term","Beverage industry"
"Agri-food industry","Narrower Term","Dairy industry"
"Agri-food industry","Related Term","Agri-food products"
"Agri-food industry","Related Term","Agriculture"
"Agri-food industry","Related Term","Farms"
"Agri-food industry","Related Term","Food"
"Agri-food industry","Related Term","Food processing"
"Agri-food industry","Related Term","Food supply"
"Agri-food industry","Subject Category","AG Agriculture"
"Agri-food industry","Subject Category","EC Economics and Industry"
"Agri-food products","French","Produit agro-alimentaire"
"Agri-food products","Used For","Agricultural products"
"Agri-food products","Used For","Agrifood products"
"Agri-food products","Used For","Farm products"
"Agri-food products","Used For","Farming products"
"Agri-food products","Used For","Food products"
"Agri-food products","Used For","Livestock products"
"Agri-food products","Broader Term","Products"
"Agri-food products","Narrower Term","Beverages"
"Agri-food products","Narrower Term","Cereals"
"Agri-food products","Narrower Term","Dairy products"
"Agri-food products","Narrower Term","Edible oils and fats"
"Agri-food products","Narrower Term","Eggs"
"Agri-food products","Narrower Term","Fruits"
"Agri-food products","Narrower Term","Grains"
"Agri-food products","Narrower Term","Honey"
"Agri-food products","Narrower Term","Legumes"
"Agri-food products","Narrower Term","Maple products"
"Agri-food products","Narrower Term","Meat"
"Agri-food products","Narrower Term","Vegetables"
"Agri-food products","Related Term","Agri-food industry"
"Agri-food products","Related Term","Agriculture"
"Agri-food products","Related Term","Crops"
"Agri-food products","Related Term","Farms"
"Agri-food products","Related Term","Food"
"Agri-food products","Subject Category","AG Agriculture"
"Agri-food products","Subject Category","EC Economics and Industry"
"Agricultural aid","Use","Agricultural assistance"
"Agricultural aid","Subject Category","AG Agriculture"
"Agricultural aid","Subject Category","EC Economics and Industry"
"Agricultural aid programs","Use","Agricultural assistance"
"Agricultural aid programs","Use","Aid programs"
"Agricultural aid programs","Subject Category","AG Agriculture"
"Agricultural aid programs","Subject Category","EC Economics and Industry"
"Agricultural assistance","French","Aide à l'agriculture"
"Agricultural assistance","Used For","Agricultural aid"
"Agricultural assistance","Used For","Agricultural aid programs"
"Agricultural assistance","Used For","Farm aid"
"Agricultural assistance","Used For","Farm assistance"
"Agricultural assistance","Related Term","Agriculture"
"Agricultural assistance","Subject Category","AG Agriculture"
"Agricultural assistance","Subject Category","EC Economics and Industry"
"Agricultural buildings","Use","Farm buildings"
"Agricultural buildings","Subject Category","AG Agriculture"
"Agricultural chemicals","Use","Pesticides"
"Agricultural chemicals","Subject Category","AG Agriculture"
"Agricultural chemicals","Subject Category","NE Nature and Environment"
"Agricultural crops","Use","Crops"
"Agricultural crops","Subject Category","AG Agriculture"
"Agricultural drainage","Use","Drainage"
"Agricultural drainage","Subject Category","AG Agriculture"
"Agricultural drainage","Subject Category","NE Nature and Environment"
"Agricultural economics","French","Économie agricole"
"Agricultural economics","Broader Term","Economics"
"Agricultural economics","Related Term","Agriculture"
"Agricultural economics","Subject Category","AG Agriculture"
"Agricultural economics","Subject Category","EC Economics and Industry"
"Agricultural engineering","Use","Agricultural technology"
"Agricultural engineering","Subject Category","AG Agriculture"
"Agricultural engineering","Subject Category","ST Science and Technology"
"Agricultural enterprises","Use","Farms"
"Agricultural enterprises","Subject Category","AG Agriculture"
"Agricultural enterprises","Subject Category","EC Economics and Industry"
"Agricultural equipment","Use","Agricultural technology"
"Agricultural equipment","Subject Category","AG Agriculture"
"Agricultural equipment","Subject Category","ST Science and Technology"
"Agricultural fairs","French","Foire agricole"
"Agricultural fairs","Used For","Rural fairs"
"Agricultural fairs","Related Term","Agriculture"
"Agricultural fairs","Subject Category","AG Agriculture"
"Agricultural fairs","Subject Category","EC Economics and Industry"
"Agricultural implements","Use","Agricultural technology"
"Agricultural implements","Subject Category","AG Agriculture"
"Agricultural implements","Subject Category","ST Science and Technology"
"Agricultural industry","Use","Agri-food industry"
"Agricultural industry","Subject Category","AG Agriculture"
"Agricultural industry","Subject Category","EC Economics and Industry"
"Agricultural insurance","Use","Crop insurance"
"Agricultural insurance","Subject Category","AG Agriculture"
"Agricultural insurance","Subject Category","EC Economics and Industry"
"Agricultural lands","Use","Farmlands"
"Agricultural lands","Subject Category","AG Agriculture"
"Agricultural machinery","Use","Agricultural technology"
"Agricultural machinery","Subject Category","AG Agriculture"
"Agricultural machinery","Subject Category","ST Science and Technology"
"Agricultural pests","Use","Pests"
"Agricultural pests","Subject Category","AG Agriculture"
"Agricultural pests","Subject Category","NE Nature and Environment"
"Agricultural policy","French","Politique agricole"
"Agricultural policy","Broader Term","Policy"
"Agricultural policy","Related Term","Agriculture"
"Agricultural policy","Related Term","Food policy"
"Agricultural policy","Subject Category","AG Agriculture"
"Agricultural policy","Subject Category","GV Government and Politics"
"Agricultural production","Use","Agri-food industry"
"Agricultural production","Subject Category","AG Agriculture"
"Agricultural production","Subject Category","EC Economics and Industry"
"Agricultural products","Use","Agri-food products"
"Agricultural products","Subject Category","AG Agriculture"
"Agricultural products","Subject Category","EC Economics and Industry"
"Agricultural sector","Use","Agri-food industry"
"Agricultural sector","Subject Category","AG Agriculture"
"Agricultural sector","Subject Category","EC Economics and Industry"
"Agricultural statistics","Use","Agriculture statistics"
"Agricultural statistics","Subject Category","AG Agriculture"
"Agricultural statistics","Subject Category","EC Economics and Industry"
"Agricultural technology","French","Technologie agricole"
"Agricultural technology","Used For","Agricultural engineering"
"Agricultural technology","Used For","Agricultural equipment"
"Agricultural technology","Used For","Agricultural implements"
"Agricultural technology","Used For","Agricultural machinery"
"Agricultural technology","Used For","Farm equipment"
"Agricultural technology","Used For","Farm machinery"
"Agricultural technology","Broader Term","Technology"
"Agricultural technology","Related Term","Agriculture"
"Agricultural technology","Subject Category","AG Agriculture"
"Agricultural technology","Subject Category","ST Science and Technology"
"Agricultural workers","French","Travailleur agricole"
"Agricultural workers","Used For","Farm workers"
"Agricultural workers","Used For","Farmers"
"Agricultural workers","Broader Term","Workers"
"Agricultural workers","Related Term","Agriculture"
"Agricultural workers","Subject Category","AG Agriculture"
"Agricultural workers","Subject Category","PE Persons"
"Agriculture","French","Agriculture"
"Agriculture","Used For","Farming"
"Agriculture","Narrower Term","Aquaculture"
"Agriculture","Narrower Term","Horticulture"
"Agriculture","Narrower Term","Viticulture"
"Agriculture","Related Term","Agri-food industry"
"Agriculture","Related Term","Agri-food products"
"Agriculture","Related Term","Agricultural assistance"
"Agriculture","Related Term","Agricultural economics"
"Agriculture","Related Term","Agricultural fairs"
"Agriculture","Related Term","Agricultural policy"
"Agriculture","Related Term","Agricultural technology"
"Agriculture","Related Term","Agricultural workers"
"Agriculture","Related Term","Agriculture statistics"
"Agriculture","Related Term","Animal husbandry"
"Agriculture","Related Term","Crops"
"Agriculture","Related Term","Farmlands"
"Agriculture","Related Term","Farms"
"Agriculture","Subject Category","AG Agriculture"
"Agriculture statistics","French","Statistiques de l'agriculture"
"Agriculture statistics","Used For","Agricultural statistics"
"Agriculture statistics","Broader Term","Statistics"
"Agriculture statistics","Related Term","Agriculture"
"Agriculture statistics","Subject Category","AG Agriculture"
"Agrifood industry","Use","Agri-food industry"
"Agrifood industry","Subject Category","AG Agriculture"
"Agrifood products","Use","Agri-food products"
"Agrifood products","Subject Category","AG Agriculture"
"Agro-industry","Use","Agri-food industry"
"Agro-industry","Subject Category","AG Agriculture"
"Agro-industry","Subject Category","EC Economics and Industry"
"Aid programs","French","Programme d'aide"
"Aid programs","Used For","Agricultural aid programs"
"Aid programs","Used For","Assistance programs"
"Aid programs","Used For","Support programs"
"Aid programs","Used For","Supporting programs"
"Aid programs","Broader Term","Programs"
"Aid programs","Subject Category","PR Processes"
"AIDS (disease)","French","Sida"
"AIDS (disease)","Used For","Acquired immune deficiency syndrome"
"AIDS (disease)","Used For","Acquired immunodeficiency syndrome"
"AIDS (disease)","Used For","HIV"
"AIDS (disease)","Used For","Human immunodeficiency virus"
"AIDS (disease)","Broader Term","Infectious diseases"
"AIDS (disease)","Related Term","Sexually transmitted diseases"
"AIDS (disease)","Related Term","Viruses"
"AIDS (disease)","Subject Category","HE Health and Safety"
"Air","French","Air"
"Air","Used For","Atmosphere"
"Air","Used For","Atmospheric environment"
"Air","Related Term","Air conditioning"
"Air","Related Term","Air pollution"
"Air","Related Term","Air quality"
"Air","Subject Category","NE Nature and Environment"
"Air-conditioning","Use","Air conditioning"
"Air-conditioning","Subject Category","ST Science and Technology"
"Air-cushioned vehicles","Use","Hovercraft"
"Air-cushioned vehicles","Subject Category","TR Transport"
"Air bags","Use","Automobile safety equipment"
"Air bags","Subject Category","HE Health and Safety"
"Air carriers","Use","Airlines"
"Air carriers","Subject Category","EC Economics and Industry"
"Air carriers","Subject Category","TR Transport"
"Air conditioning","French","Climatisation"
"Air conditioning","Used For","Air-conditioning"
"Air conditioning","Related Term","Air"
"Air conditioning","Related Term","Heating"
"Air conditioning","Subject Category","ST Science and Technology"
"Air cushion vehicles","Use","Hovercraft"
"Air cushion vehicles","Subject Category","TR Transport"
"Air disasters","Use","Aircraft accidents"
"Air disasters","Subject Category","HE Health and Safety"
"Air disasters","Subject Category","TR Transport"
"Air emissions","Use","Atmospheric emissions"
"Air emissions","Subject Category","NE Nature and Environment"
"Air forces","Use","Armed forces"
"Air forces","Subject Category","MI Military"
"Air humidity","Use","Humidity"
"Air humidity","Subject Category","NE Nature and Environment"
"Air navigation","Use","Aviation"
"Air navigation","Subject Category","TR Transport"
"Air pollutants","Use","Pollutants"
"Air pollutants","Subject Category","NE Nature and Environment"
"Air pollution","French","Pollution atmosphérique"
"Air pollution","Used For","Atmospheric pollution"
"Air pollution","Broader Term","Pollution"
"Air pollution","Narrower Term","Smog"
"Air pollution","Related Term","Acid rain"
"Air pollution","Related Term","Air"
"Air pollution","Related Term","Air quality"
"Air pollution","Related Term","Atmospheric emissions"
"Air pollution","Related Term","Greenhouse gases"
"Air pollution","Related Term","Ozone depletion"
"Air pollution","Subject Category","NE Nature and Environment"
"Air quality","French","Qualité de l'air"
"Air quality","Used For","Air quality monitoring"
"Air quality","Broader Term","Environmental quality"
"Air quality","Related Term","Air"
"Air quality","Related Term","Air pollution"
"Air quality","Subject Category","NE Nature and Environment"
"Air quality monitoring","Use","Air quality"
"Air quality monitoring","Subject Category","NE Nature and Environment"
"Air safety","French","Sécurité aérienne"
"Air safety","Scope Note","The ability of an aircraft or component parts to perform its function satisfactorily through a range of operations."
"Air safety","Used For","Airport safety"
"Air safety","Used For","Airworthiness"
"Air safety","Used For","Aviation safety"
"Air safety","Used For","Cabin safety"
"Air safety","Used For","Flight safety"
"Air safety","Broader Term","Transportation safety"
"Air safety","Related Term","Air transport"
"Air safety","Related Term","Aircraft accidents"
